Summary,Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
19,17.272,0.93,3.0,300.0,16.0,1019.0
19,16.183,0.96,6.0,300.0,15.0,1020.0
17,17.9,0.71,6.0,53.0,15.0,1024.0
6,15.672,0.95,6.0,339.0,15.0,1020.0
19,15.139,0.95,3.0,320.0,15.0,1021.0
17,15.556,0.97,3.0,324.0,12.0,1021.0
17,17.194,0.92,8.0,319.0,11.0,1021.0
17,17.778,0.9,3.0,332.0,10.0,1022.0
17,19.9,0.79,9.0,28.0,10.0,1023.0
19,22.128,0.64,11.0,41.0,10.0,1023.0
19,22.683,0.53,9.0,81.0,10.0,1023.0
19,24.783,0.48,8.0,44.0,10.0,1024.0
19,26.017,0.4,9.0,340.0,10.0,1024.0
19,26.017,0.39,10.0,331.0,10.0,1024.0
19,26.056,0.43,9.0,14.0,10.0,1024.0
19,27.172,0.39,8.0,330.0,10.0,1023.0
19,27.128,0.39,8.0,19.0,10.0,1023.0
19,27.089,0.41,12.0,350.0,10.0,1023.0
19,26.011,0.44,8.0,358.0,10.0,1023.0
17,22.744,0.57,8.0,39.0,10.0,1023.0
17,21.317,0.66,5.0,36.0,10.0,1023.0
17,20.856,0.59,9.0,80.0,10.0,1024.0
19,20.811,0.59,11.0,70.0,16.0,1024.0
19,19.589,0.63,10.0,69.0,15.0,1024.0
19,19.172,0.61,11.0,71.0,16.0,1024.0
19,19.172,0.58,11.0,70.0,16.0,1024.0
6,14.372,0.91,3.0,321.0,15.0,1024.0
17,18.039,0.67,6.0,60.0,16.0,1025.0
17,16.461,0.84,3.0,57.0,16.0,1025.0
19,14.683,0.91,6.0,32.0,15.0,1025.0
19,14.972,0.87,8.0,30.0,10.0,1025.0
19,17.683,0.74,5.0,11.0,10.0,1025.0
6,19.778,0.65,11.0,47.0,10.0,1026.0
6,22.106,0.55,13.0,60.0,10.0,1026.0
6,23.794,0.5,14.0,31.0,10.0,1026.0
6,24.861,0.42,11.0,59.0,10.0,1026.0
19,26.039,0.42,11.0,30.0,10.0,1026.0
19,27.15,0.38,11.0,42.0,10.0,1025.0
6,27.489,0.39,9.0,12.0,10.0,1025.0
19,27.756,0.35,11.0,12.0,10.0,1025.0
19,27.728,0.36,11.0,10.0,10.0,1024.0
19,27.15,0.35,13.0,18.0,10.0,1024.0
19,26.083,0.4,9.0,19.0,10.0,1023.0
6,23.861,0.51,8.0,29.0,10.0,1023.0
6,21.15,0.62,7.0,54.0,10.0,1023.0
19,18.772,0.74,5.0,358.0,10.0,1024.0
6,18.178,0.79,6.0,20.0,16.0,1024.0
6,16.8,0.85,7.0,17.0,15.0,1024.0
6,15.489,0.9,3.0,10.0,16.0,1024.0
6,14.378,0.93,3.0,340.0,16.0,1024.0
6,14.578,0.94,5.0,12.0,15.0,1018.0
6,13.311,0.96,6.0,340.0,16.0,1024.0
6,12.733,0.96,3.0,340.0,15.0,1023.0
6,12.878,0.95,6.0,333.0,14.0,1023.0
6,12.689,0.96,5.0,330.0,10.0,1023.0
6,16.978,0.93,3.0,340.0,10.0,1023.0
6,20.578,0.74,5.0,8.0,10.0,1023.0
6,23.8,0.58,5.0,20.0,10.0,1023.0
6,24.906,0.54,5.0,40.0,10.0,1023.0
6,25.906,0.47,9.0,59.0,10.0,1023.0
19,27.172,0.4,7.0,97.0,10.0,1022.0
19,27.778,0.4,10.0,359.0,10.0,1021.0
19,28.578,0.36,4.0,50.0,10.0,1021.0
6,27.822,0.38,10.0,90.0,10.0,1020.0
6,28.861,0.34,5.0,77.0,10.0,1019.0
6,27.867,0.33,3.0,94.0,10.0,1019.0
6,27.778,0.36,8.0,99.0,10.0,1018.0
6,24.95,0.55,3.0,150.0,10.0,1018.0
6,21.411,0.7,5.0,166.0,10.0,1018.0
6,18.889,0.78,5.0,180.0,10.0,1019.0
6,18.244,0.84,3.0,170.0,16.0,1019.0
6,16.489,0.89,3.0,161.0,15.0,1018.0
6,15.533,0.93,3.0,80.0,16.0,1018.0
6,14.883,0.93,0.0,0.0,16.0,1018.0
19,17.444,0.8,6.0,158.0,15.0,1012.0
6,14.283,0.96,0.0,0.0,16.0,1017.0
6,13.75,0.96,3.0,140.0,16.0,1017.0
6,13.594,0.96,2.0,287.0,15.0,1017.0
6,12.806,1.0,2.0,127.0,10.0,1017.0
6,17.556,0.9,2.0,148.0,10.0,1016.0
6,20.75,0.75,8.0,150.0,10.0,1016.0
6,23.872,0.62,9.0,160.0,10.0,1016.0
6,27.156,0.51,9.0,160.0,10.0,1016.0
6,27.744,0.4,15.0,163.0,10.0,1016.0
6,28.889,0.37,16.0,162.0,10.0,1015.0
6,28.889,0.36,14.0,161.0,10.0,1014.0
6,29.839,0.35,16.0,168.0,10.0,1014.0
6,30.0,0.37,16.0,180.0,10.0,1013.0
6,30.0,0.35,16.0,151.0,10.0,1013.0
6,29.0,0.38,14.0,150.0,10.0,1012.0
6,27.872,0.45,11.0,171.0,10.0,1012.0
6,26.156,0.53,9.0,151.0,10.0,1011.0
19,21.756,0.73,8.0,125.0,10.0,1011.0
19,20.972,0.73,9.0,139.0,10.0,1012.0
6,18.356,0.86,3.0,140.0,16.0,1012.0
6,19.989,0.75,11.0,134.0,15.0,1011.0
19,19.772,0.71,11.0,150.0,16.0,1011.0
19,19.122,0.74,11.0,150.0,16.0,1011.0
19,18.233,0.81,9.0,143.0,10.0,1011.0
19,17.528,0.82,11.0,140.0,16.0,1011.0
19,16.511,0.85,6.0,140.0,16.0,1011.0
6,16.378,0.83,10.0,140.0,15.0,1010.0
19,15.956,0.87,11.0,140.0,10.0,1010.0
6,17.622,0.79,9.0,140.0,10.0,1010.0
6,20.711,0.66,11.0,159.0,10.0,1011.0
19,23.822,0.62,14.0,160.0,10.0,1011.0
19,26.139,0.58,14.0,189.0,10.0,1011.0
19,27.794,0.5,11.0,175.0,10.0,1010.0
19,29.994,0.46,12.0,193.0,10.0,1010.0
19,31.128,0.48,10.0,176.0,11.0,1010.0
19,32.0,0.41,15.0,219.0,10.0,1010.0
19,32.45,0.41,17.0,263.0,10.0,1010.0
19,31.878,0.43,17.0,272.0,10.0,1009.0
19,29.967,0.53,16.0,295.0,10.0,1009.0
19,27.683,0.63,16.0,290.0,10.0,1010.0
6,26.039,0.68,9.0,272.0,10.0,1010.0
19,24.1,0.77,9.0,292.0,10.0,1011.0
19,22.644,0.79,8.0,300.0,10.0,1011.0
19,21.533,0.87,7.0,309.0,15.0,1011.0
17,21.056,0.87,6.0,329.0,14.0,1012.0
19,19.311,0.9,3.0,281.0,15.0,1012.0
17,18.867,0.93,6.0,282.0,15.0,1013.0
17,19.533,0.89,4.0,305.0,14.0,1013.0
17,17.961,0.96,3.0,310.0,15.0,1013.0
17,18.472,0.92,3.0,191.0,15.0,1014.0
17,18.722,0.95,4.0,301.0,14.0,1014.0
19,19.928,0.87,5.0,293.0,11.0,1014.0
19,21.039,0.81,5.0,294.0,11.0,1015.0
17,21.0,0.81,16.0,320.0,11.0,1016.0
19,21.017,0.73,16.0,310.0,11.0,1016.0
17,22.133,0.64,14.0,311.0,10.0,1017.0
17,22.6,0.54,20.0,322.0,11.0,1017.0
17,22.761,0.51,20.0,310.0,11.0,1017.0
17,23.75,0.48,16.0,320.0,11.0,1017.0
17,22.733,0.51,14.0,303.0,11.0,1017.0
17,22.711,0.51,15.0,300.0,11.0,1017.0
17,22.2,0.58,11.0,299.0,11.0,1017.0
17,21.35,0.61,14.0,327.0,11.0,1017.0
17,21.183,0.67,3.0,301.0,10.0,1017.0
17,20.094,0.72,5.0,291.0,10.0,1017.0
17,19.189,0.75,4.0,265.0,10.0,1017.0
17,17.828,0.78,3.0,254.0,10.0,1018.0
17,17.778,0.8,3.0,237.0,16.0,1018.0
17,16.944,0.84,4.0,270.0,15.0,1018.0
19,15.994,0.9,3.0,263.0,16.0,1018.0
19,14.472,0.9,3.0,281.0,16.0,1019.0
6,15.728,0.88,4.0,247.0,10.0,1018.0
19,12.828,0.95,3.0,336.0,15.0,1019.0
19,12.689,0.96,3.0,348.0,15.0,1019.0
19,12.172,0.95,3.0,357.0,12.0,1019.0
19,12.156,0.93,3.0,270.0,10.0,1019.0
19,15.933,0.93,2.0,257.0,10.0,1019.0
19,18.55,0.79,2.0,238.0,10.0,1019.0
19,22.022,0.65,2.0,223.0,10.0,1019.0
17,23.667,0.55,5.0,202.0,10.0,1019.0
19,24.889,0.53,10.0,245.0,10.0,1019.0
19,26.061,0.47,12.0,222.0,10.0,1019.0
19,27.194,0.47,11.0,269.0,10.0,1018.0
19,27.656,0.47,10.0,247.0,10.0,1018.0
19,28.839,0.46,10.0,233.0,10.0,1017.0
19,28.861,0.46,10.0,231.0,10.0,1016.0
19,28.794,0.45,10.0,223.0,10.0,1016.0
19,27.778,0.53,8.0,220.0,10.0,1015.0
17,25.022,0.61,11.0,171.0,10.0,1015.0
19,22.544,0.7,9.0,174.0,10.0,1015.0
19,19.983,0.78,5.0,160.0,10.0,1015.0
19,18.872,0.84,6.0,161.0,16.0,1015.0
19,18.344,0.83,7.0,171.0,15.0,1015.0
19,17.339,0.89,6.0,162.0,12.0,1015.0
6,18.711,0.82,11.0,160.0,15.0,1014.0
6,17.872,0.84,7.0,172.0,15.0,1014.0
6,18.133,0.82,6.0,151.0,16.0,1013.0
6,16.644,0.87,6.0,160.0,15.0,1012.0
19,16.933,0.88,11.0,128.0,15.0,1012.0
19,17.083,0.87,12.0,140.0,10.0,1011.0
17,18.706,0.78,15.0,151.0,10.0,1011.0
17,20.883,0.75,14.0,170.0,10.0,1010.0
19,23.733,0.63,17.0,170.0,10.0,1010.0
19,26.089,0.58,12.0,182.0,10.0,1009.0
19,28.006,0.54,13.0,183.0,10.0,1009.0
19,31.017,0.45,14.0,202.0,10.0,1008.0
19,32.683,0.4,17.0,211.0,10.0,1008.0
19,32.683,0.35,19.0,240.0,10.0,1007.0
19,33.794,0.35,22.0,241.0,10.0,1006.0
19,33.817,0.33,17.0,233.0,10.0,1006.0
19,32.8,0.36,15.0,249.0,10.0,1005.0
19,32.172,0.41,11.0,243.0,10.0,1005.0
17,27.822,0.55,11.0,253.0,10.0,1004.0
19,27.606,0.55,12.0,297.0,10.0,1005.0
17,26.783,0.57,23.0,292.0,10.0,1006.0
19,22.544,0.74,28.0,320.0,15.0,1008.0
19,21.522,0.71,20.0,327.0,15.0,1009.0
17,20.417,0.77,14.0,319.0,16.0,1009.0
17,18.867,0.84,4.0,224.0,16.0,1008.0
18,15.917,0.91,13.0,290.0,15.0,1012.0
17,19.306,0.84,3.0,195.0,16.0,1008.0
17,18.817,0.87,6.0,202.0,16.0,1008.0
17,18.422,0.88,6.0,205.0,15.0,1008.0
17,17.756,0.9,3.0,183.0,10.0,1008.0
17,18.75,0.9,9.0,204.0,11.0,1007.0
17,19.783,0.84,6.0,311.0,11.0,1008.0
17,19.856,0.84,12.0,320.0,11.0,1009.0
17,18.794,0.9,12.0,339.0,10.0,1009.0
19,19.167,0.88,2.0,317.0,11.0,1009.0
17,18.817,0.9,5.0,325.0,11.0,1008.0
17,19.861,0.85,3.0,321.0,11.0,1009.0
13,20.206,0.83,9.0,320.0,11.0,1009.0
17,19.861,0.85,8.0,336.0,11.0,1009.0
17,19.861,0.85,11.0,328.0,11.0,1009.0
17,19.028,0.89,12.0,312.0,11.0,1009.0
18,17.778,0.96,11.0,309.0,11.0,1009.0
17,17.756,0.97,15.0,319.0,11.0,1009.0
18,17.25,0.98,14.0,311.0,11.0,1010.0
18,17.106,0.93,12.0,290.0,11.0,1011.0
18,16.6,0.93,14.0,290.0,12.0,1012.0
18,16.106,0.93,17.0,309.0,12.0,1012.0
18,15.533,0.96,14.0,300.0,12.0,1012.0
18,15.489,0.93,17.0,290.0,15.0,1013.0
6,10.039,0.95,11.0,289.0,7.0,1015.0
17,14.906,0.93,14.0,291.0,15.0,1013.0
17,14.906,0.9,14.0,300.0,15.0,1013.0
17,14.311,0.87,11.0,299.0,15.0,1013.0
17,12.222,0.92,11.0,300.0,10.0,1014.0
19,13.728,0.9,13.0,310.0,10.0,1014.0
19,14.772,0.79,17.0,311.0,10.0,1014.0
19,17.083,0.72,14.0,310.0,10.0,1015.0
19,18.728,0.61,14.0,329.0,11.0,1015.0
17,19.572,0.57,17.0,322.0,11.0,1015.0
17,20.928,0.49,20.0,310.0,11.0,1015.0
19,20.972,0.49,21.0,320.0,11.0,1015.0
19,21.844,0.43,20.0,321.0,10.0,1015.0
19,22.083,0.39,21.0,320.0,10.0,1015.0
19,22.083,0.39,17.0,310.0,10.0,1015.0
19,21.033,0.42,17.0,311.0,10.0,1014.0
19,19.95,0.45,14.0,302.0,10.0,1014.0
19,17.778,0.6,8.0,302.0,10.0,1014.0
19,13.55,0.83,9.0,284.0,10.0,1015.0
19,12.25,0.86,3.0,299.0,10.0,1016.0
19,11.067,0.93,6.0,290.0,15.0,1016.0
19,10.906,0.91,3.0,268.0,10.0,1016.0
6,19.367,0.93,3.0,10.0,15.0,1013.0
6,18.839,0.97,0.0,0.0,10.0,1013.0
17,19.833,0.86,10.0,334.0,15.0,1009.0
6,17.244,1.0,3.0,320.0,6.0,1012.0
6,16.689,1.0,3.0,30.0,6.0,1011.0
6,16.906,0.99,5.0,338.0,6.0,1011.0
6,17.689,1.0,2.0,10.0,7.0,1011.0
6,21.928,0.88,0.0,0.0,8.0,1011.0
6,24.578,0.76,7.0,104.0,8.0,1011.0
6,27.689,0.67,8.0,119.0,10.0,1010.0
6,28.817,0.59,5.0,131.0,10.0,1010.0
19,29.883,0.55,8.0,118.0,11.0,1010.0
19,29.006,0.58,3.0,228.0,11.0,1009.0
19,32.106,0.45,3.0,337.0,11.0,1009.0
19,32.044,0.51,8.0,208.0,11.0,1008.0
19,32.222,0.52,4.0,250.0,11.0,1008.0
17,32.128,0.45,1.0,89.0,10.0,1007.0
17,31.922,0.49,5.0,262.0,10.0,1007.0
17,30.506,0.61,8.0,339.0,10.0,1007.0
17,28.494,0.68,5.0,26.0,10.0,1007.0
17,25.017,0.78,11.0,330.0,10.0,1007.0
17,23.772,0.79,16.0,329.0,10.0,1007.0
17,23.011,0.84,21.0,311.0,15.0,1009.0
18,22.033,0.8,24.0,322.0,15.0,1009.0
17,10.533,0.93,6.0,290.0,10.0,1016.0
19,8.917,0.96,0.0,0.0,8.0,1015.0
17,11.333,0.98,20.0,310.0,7.0,1008.0
6,7.733,1.0,3.0,180.0,5.0,1015.0
19,7.756,0.96,3.0,150.0,3.0,1014.0
17,8.078,0.99,4.0,358.0,5.0,1014.0
17,8.772,0.94,3.0,168.0,8.0,1013.0
17,9.911,1.0,0.0,0.0,10.0,1013.0
17,12.828,0.93,7.0,70.0,10.0,1012.0
17,16.117,0.78,2.0,55.0,10.0,1012.0
19,18.75,0.57,8.0,101.0,11.0,1012.0
17,20.022,0.53,9.0,87.0,11.0,1011.0
19,21.039,0.49,11.0,62.0,11.0,1010.0
19,21.083,0.42,11.0,71.0,10.0,1010.0
17,22.056,0.39,9.0,103.0,10.0,1009.0
17,21.967,0.4,2.0,88.0,10.0,1008.0
17,20.9,0.47,13.0,21.0,10.0,1008.0
17,19.828,0.46,11.0,10.0,11.0,1007.0
18,15.933,0.87,8.0,8.0,8.0,1008.0
18,14.844,0.84,17.0,340.0,11.0,1008.0
18,13.806,0.85,13.0,7.0,11.0,1007.0
17,12.778,0.96,10.0,358.0,11.0,1008.0
18,12.711,0.93,11.0,328.0,8.0,1008.0
18,12.278,0.99,15.0,337.0,5.0,1007.0
12,12.617,1.0,17.0,329.0,2.0,1007.0
18,12.106,1.0,17.0,320.0,4.0,1006.0
18,12.061,0.91,24.0,312.0,10.0,1004.0
18,11.089,0.96,20.0,320.0,6.0,1006.0
18,11.067,0.96,14.0,310.0,6.0,1007.0
18,11.089,0.96,14.0,294.0,10.0,1007.0
17,11.0,0.93,16.0,280.0,11.0,1007.0
19,11.0,0.93,14.0,280.0,11.0,1007.0
19,11.978,0.87,18.0,272.0,11.0,1008.0
19,12.683,0.83,22.0,271.0,11.0,1008.0
19,14.811,0.72,23.0,280.0,11.0,1008.0
17,14.861,0.67,21.0,273.0,11.0,1008.0
19,15.928,0.59,21.0,271.0,11.0,1008.0
19,17.406,0.53,27.0,261.0,11.0,1008.0
19,15.889,0.58,26.0,271.0,11.0,1007.0
19,15.878,0.59,25.0,261.0,11.0,1007.0
19,14.7,0.64,23.0,260.0,11.0,1007.0
17,13.706,0.69,23.0,260.0,11.0,1007.0
17,12.128,0.81,22.0,250.0,11.0,1006.0
18,11.111,0.93,16.0,241.0,11.0,1006.0
18,11.239,0.99,20.0,227.0,11.0,1005.0
18,12.15,0.93,17.0,244.0,11.0,1004.0
18,11.667,0.96,17.0,263.0,10.0,1003.0
17,12.25,0.93,17.0,272.0,14.0,1003.0
18,21.344,0.78,20.0,321.0,16.0,1009.0
17,20.833,0.78,20.0,349.0,16.0,1008.0
6,17.678,0.95,5.0,272.0,6.0,1009.0
18,19.817,0.85,20.0,300.0,15.0,1010.0
18,17.778,1.0,3.0,339.0,10.0,1011.0
18,17.828,0.99,7.0,319.0,8.0,1010.0
17,17.733,1.0,5.0,318.0,11.0,1008.0
19,18.772,0.99,11.0,330.0,8.0,1009.0
17,18.761,0.93,12.0,337.0,11.0,1009.0
17,19.978,0.92,8.0,253.0,11.0,1010.0
17,21.089,0.81,11.0,282.0,11.0,1010.0
17,22.111,0.76,13.0,278.0,11.0,1010.0
19,23.794,0.69,8.0,273.0,11.0,1010.0
17,23.817,0.73,8.0,282.0,11.0,1010.0
17,24.717,0.64,5.0,326.0,11.0,1009.0
17,25.9,0.61,8.0,339.0,11.0,1009.0
19,23.939,0.68,9.0,301.0,11.0,1009.0
19,24.967,0.63,11.0,306.0,11.0,1009.0
19,24.928,0.64,11.0,300.0,11.0,1008.0
19,22.85,0.72,8.0,301.0,11.0,1009.0
19,21.322,0.84,4.0,295.0,11.0,1009.0
19,18.889,0.93,5.0,320.0,10.0,1009.0
19,18.822,0.93,3.0,270.0,15.0,1009.0
19,18.511,0.98,4.0,281.0,12.0,1009.0
6,17.667,1.0,0.0,0.0,10.0,1009.0
6,17.161,1.0,0.0,0.0,8.0,1009.0
17,21.25,0.89,9.0,79.0,14.0,1006.0
19,16.65,1.0,6.0,340.0,5.0,1009.0
19,17.111,1.0,0.0,0.0,5.0,1008.0
19,17.039,0.99,6.0,49.0,5.0,1008.0
19,17.622,0.99,8.0,40.0,4.0,1008.0
19,18.639,0.93,8.0,60.0,5.0,1009.0
19,20.706,0.88,4.0,40.0,7.0,1008.0
19,22.617,0.79,3.0,78.0,8.0,1008.0
19,23.794,0.74,5.0,80.0,11.0,1008.0
19,23.983,0.72,5.0,115.0,11.0,1008.0
19,24.95,0.69,8.0,70.0,11.0,1008.0
19,26.083,0.65,9.0,100.0,11.0,1008.0
17,26.156,0.63,9.0,115.0,11.0,1007.0
17,26.206,0.64,9.0,129.0,11.0,1007.0
17,27.289,0.59,9.0,102.0,11.0,1007.0
17,26.228,0.63,9.0,86.0,11.0,1007.0
19,27.172,0.6,4.0,103.0,11.0,1006.0
19,26.039,0.65,5.0,44.0,10.0,1006.0
19,23.083,0.81,9.0,47.0,10.0,1006.0
19,22.061,0.87,8.0,39.0,11.0,1006.0
19,22.083,0.84,11.0,40.0,16.0,1006.0
19,21.572,0.88,10.0,40.0,15.0,1006.0
19,21.506,0.88,7.0,52.0,15.0,1006.0
19,21.55,0.9,11.0,70.0,11.0,1006.0
19,17.561,0.99,7.0,85.0,14.0,1010.0
17,22.061,0.9,6.0,80.0,15.0,1006.0
17,21.528,0.93,3.0,89.0,15.0,1006.0
17,20.467,0.97,7.0,52.0,10.0,1006.0
19,20.972,0.93,9.0,89.0,5.0,1006.0
19,22.017,0.82,13.0,110.0,8.0,1006.0
19,23.522,0.81,13.0,132.0,9.0,1007.0
18,24.778,0.8,11.0,160.0,8.0,1007.0
17,25.978,0.74,10.0,200.0,7.0,1007.0
18,26.878,0.75,5.0,236.0,8.0,1007.0
18,26.094,0.74,12.0,191.0,8.0,1007.0
14,24.056,0.89,10.0,170.0,6.0,1009.0
13,23.111,0.94,4.0,71.0,7.0,1009.0
19,25.95,0.79,4.0,58.0,11.0,1008.0
19,25.972,0.7,10.0,87.0,11.0,1008.0
17,25.078,0.71,6.0,54.0,11.0,1009.0
19,24.861,0.7,8.0,97.0,11.0,1007.0
17,23.75,0.79,4.0,148.0,11.0,1009.0
19,17.95,0.98,12.0,328.0,11.0,1011.0
19,17.983,0.96,10.0,43.0,11.0,1010.0
17,17.894,0.97,6.0,48.0,16.0,1010.0
19,17.756,0.94,3.0,325.0,15.0,1011.0
19,16.672,1.0,6.0,238.0,16.0,1012.0
19,16.644,1.0,3.0,348.0,16.0,1012.0
19,15.656,0.99,5.0,324.0,8.0,1017.0
6,16.606,0.97,3.0,88.0,15.0,1011.0
6,16.183,1.0,11.0,251.0,15.0,1012.0
6,16.511,0.99,6.0,275.0,13.0,1013.0
19,16.139,1.0,2.0,249.0,10.0,1013.0
19,17.711,0.97,3.0,241.0,10.0,1013.0
19,18.517,0.94,2.0,289.0,9.0,1014.0
12,17.733,1.0,9.0,260.0,1.0,1014.0
17,18.839,0.93,8.0,223.0,11.0,1015.0
19,20.989,0.82,10.0,244.0,11.0,1015.0
17,22.639,0.73,11.0,270.0,11.0,1015.0
17,23.772,0.69,12.0,251.0,11.0,1015.0
19,23.822,0.68,8.0,242.0,11.0,1015.0
19,24.928,0.64,10.0,262.0,11.0,1015.0
19,24.906,0.62,10.0,280.0,11.0,1015.0
19,24.911,0.61,12.0,270.0,11.0,1015.0
19,24.906,0.58,9.0,300.0,11.0,1015.0
19,22.756,0.71,8.0,301.0,11.0,1015.0
19,20.339,0.84,5.0,325.0,10.0,1016.0
19,17.8,0.99,3.0,339.0,10.0,1016.0
19,17.733,0.96,7.0,330.0,16.0,1017.0
6,16.928,0.98,7.0,320.0,14.0,1017.0
6,16.6,0.97,3.0,338.0,12.0,1017.0
19,16.067,0.97,3.0,310.0,8.0,1017.0
6,15.656,0.96,4.0,316.0,5.0,1018.0
19,14.933,0.99,6.0,280.0,8.0,1017.0
6,14.4,1.0,7.0,288.0,8.0,1017.0
19,14.133,0.99,5.0,308.0,10.0,1017.0
19,14.939,0.99,5.0,309.0,10.0,1018.0
19,17.578,0.9,8.0,329.0,10.0,1018.0
19,19.644,0.8,6.0,336.0,10.0,1018.0
19,20.906,0.74,5.0,344.0,11.0,1018.0
19,22.567,0.73,8.0,318.0,11.0,1019.0
17,22.644,0.66,8.0,263.0,11.0,1019.0
19,23.722,0.66,11.0,279.0,11.0,1019.0
19,22.861,0.7,13.0,298.0,11.0,1018.0
19,23.994,0.61,14.0,284.0,11.0,1018.0
19,24.906,0.58,11.0,309.0,11.0,1018.0
19,24.972,0.58,8.0,272.0,11.0,1018.0
19,24.928,0.57,12.0,304.0,11.0,1018.0
19,24.928,0.58,9.0,292.0,11.0,1017.0
19,23.889,0.66,5.0,341.0,10.0,1017.0
19,21.256,0.78,5.0,336.0,10.0,1017.0
19,18.817,0.93,3.0,40.0,10.0,1018.0
19,17.733,0.97,3.0,30.0,8.0,1018.0
19,17.394,0.96,5.0,345.0,8.0,1018.0
19,16.6,0.97,3.0,150.0,8.0,1018.0
6,15.533,1.0,3.0,280.0,6.0,1018.0
19,15.128,0.99,3.0,329.0,15.0,1018.0
6,14.933,1.0,3.0,291.0,3.0,1017.0
6,14.911,0.96,3.0,281.0,3.0,1017.0
6,14.494,0.96,3.0,18.0,4.0,1017.0
12,14.844,0.94,0.0,260.0,1.0,1018.0
6,17.6,1.0,3.0,250.0,5.0,1018.0
19,21.733,0.82,3.0,338.0,10.0,1018.0
19,22.733,0.71,5.0,318.0,10.0,1018.0
19,24.928,0.64,9.0,329.0,11.0,1018.0
19,24.967,0.61,9.0,354.0,11.0,1018.0
17,27.106,0.56,11.0,348.0,11.0,1017.0
19,26.089,0.6,11.0,338.0,11.0,1017.0
19,26.956,0.51,10.0,340.0,11.0,1017.0
19,25.933,0.55,8.0,12.0,11.0,1017.0
19,25.844,0.59,13.0,302.0,11.0,1016.0
19,24.983,0.61,12.0,349.0,11.0,1016.0
17,23.872,0.68,12.0,329.0,11.0,1016.0
19,23.822,0.66,12.0,340.0,10.0,1016.0
19,20.417,0.85,9.0,303.0,10.0,1016.0
19,18.872,0.9,5.0,328.0,10.0,1017.0
19,17.761,0.93,3.0,262.0,16.0,1017.0
6,17.017,0.94,7.0,334.0,15.0,1017.0
17,2.783,0.96,5.0,192.0,8.0,1008.0
18,3.167,0.98,10.0,201.0,7.0,1005.0
18,-0.122,0.92,11.0,32.0,7.0,1013.0
18,-0.122,0.92,20.0,31.0,6.0,1012.0
18,-0.444,0.92,17.0,32.0,7.0,1012.0
18,-1.161,0.92,20.0,31.0,4.0,1010.0
18,-1.183,0.92,22.0,41.0,4.0,1010.0
12,-1.028,0.99,18.0,50.0,2.0,1009.0
12,-0.144,1.0,16.0,51.0,3.0,1008.0
12,-0.144,1.0,15.0,41.0,3.0,1007.0
12,0.078,0.99,13.0,45.0,3.0,1006.0
12,-0.117,1.0,13.0,41.0,3.0,1005.0
12,-0.072,1.0,11.0,42.0,3.0,1003.0
12,0.261,1.0,10.0,49.0,2.0,1002.0
12,1.017,1.0,12.0,40.0,2.0,1001.0
12,1.017,1.0,9.0,50.0,2.0,1001.0
12,1.289,0.99,16.0,58.0,3.0,1000.0
12,2.039,1.0,9.0,40.0,2.0,999.0
12,2.567,1.0,11.0,109.0,3.0,999.0
17,4.6,0.88,18.0,138.0,8.0,999.0
17,4.606,0.87,26.0,150.0,10.0,999.0
17,4.1,0.9,20.0,161.0,10.0,999.0
18,3.65,0.93,17.0,208.0,3.0,1002.0
18,3.128,1.0,14.0,151.0,6.0,1001.0
6,0.467,0.78,20.0,289.0,16.0,1016.0
6,-2.244,0.75,16.0,321.0,15.0,1022.0
6,0.556,0.75,21.0,270.0,16.0,1016.0
0,0.994,0.73,38.0,289.0,16.0,1016.0
0,0.506,0.82,38.0,279.0,15.0,1016.0
6,0.0,0.84,28.0,280.0,10.0,1016.0
6,-0.094,0.82,25.0,280.0,10.0,1016.0
19,-0.978,0.8,22.0,288.0,11.0,1016.0
19,-0.072,0.75,22.0,290.0,11.0,1016.0
5,0.0,0.69,34.0,300.0,11.0,1016.0
5,1.061,0.67,33.0,301.0,11.0,1017.0
19,2.178,0.64,30.0,310.0,11.0,1017.0
5,2.244,0.63,33.0,300.0,11.0,1017.0
5,2.206,0.62,32.0,311.0,11.0,1017.0
19,2.178,0.6,30.0,310.0,11.0,1018.0
19,1.089,0.64,28.0,310.0,11.0,1019.0
19,0.983,0.68,21.0,312.0,11.0,1019.0
19,-0.072,0.69,26.0,310.0,11.0,1020.0
6,-0.072,0.75,28.0,310.0,10.0,1021.0
6,-1.072,0.79,24.0,310.0,10.0,1022.0
19,-1.183,0.69,24.0,310.0,10.0,1022.0
19,-1.667,0.74,28.0,310.0,16.0,1022.0
6,-1.706,0.72,27.0,311.0,15.0,1023.0
6,-2.244,0.75,28.0,310.0,16.0,1022.0
6,-2.244,0.75,27.0,318.0,16.0,1023.0
17,-0.567,0.95,6.0,248.0,5.0,1012.0
6,-3.356,0.81,14.0,319.0,16.0,1023.0
6,-3.894,0.81,14.0,320.0,16.0,1024.0
6,-4.4,0.83,10.0,299.0,15.0,1023.0
6,-4.972,0.87,11.0,289.0,16.0,1023.0
6,-6.061,0.91,11.0,279.0,10.0,1023.0
19,-5.961,0.92,2.0,280.0,10.0,1023.0
19,-4.972,0.91,8.0,240.0,10.0,1022.0
19,-2.267,0.81,10.0,240.0,10.0,1022.0
19,-1.283,0.72,15.0,242.0,10.0,1021.0
